,City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
454,Kuhsān,34.653889,61.197778,76.75,14,80,11.23
455,Teiuş,46.2,23.683333,54.79,32,40,8.05
456,Vienenburg,51.95,10.566667,52.66,36,66,1.99
457,Amapala,13.2922222,-87.6538889,86,62,20,3.51
458,Barpeta,26.316667,91,78.8,73,75,1.36
459,Robertsport,6.7533333,-11.3686111,85.3,70,79,7.81
460,Lavagna,44.3,9.333333,64.65,53,99,4
461,Piet Retief,-27.007063,30.813231,62.06,48,3,4.38
462,Câinenii Mici,45.483333,24.3,57.2,24,20,5.75
463,Rzhev,56.262413,34.328168,40.32,60,67,6.55
464,Eliot,43.1530556,-70.8005556,44.64,33,20,25.32
465,Malanville,11.8613889,3.3858333,106.52,15,33,12.21
466,Sansare,14.747222,-90.1125,77.59,64,75,6.91
467,Usakos,-22,15.6,83.59,24,2,15.01
468,Ghūra,24.733333,79.95,89.8,5,0,2.59
469,Ozerne,45.402996,28.675461,59,44,0,6.91
470,Chanteloup-les-Vignes,48.976144,2.032614,63.93,31,0,16.11
471,Muar town,2.0442,102.5689,78.4,94,20,5.32
472,Tecali,18.9,-97.966667,64.4,48,1,2.3
473,Boromlya,50.618385,34.970415,36.34,88,98,9.48
474,Cerchezu,43.816667,28.1,56.95,67,0,13.8
475,Bailleul,50.735924,2.735944,56.26,54,63,13.96
476,Podeni,44.823333,22.538056,56.71,46,100,4.03
477,Kanigiri,15.4,79.516667,83.05,63,8,9.84
478,Poroszló,47.65,20.666667,51.8,37,0,4.41
479,Cape Girardeau,37.3058333,-89.5180556,66.49,52,1,12.66
480,Green Haven,39.1394444,-76.5480556,55.72,26,1,14.97
481,Bijeljina,44.7569444,19.2161111,60.01,35,100,8.59
482,Crabtree,45.966667,-73.466667,37.74,55,77,10.36
483,Sojat,25.916667,73.666667,90.27,5,0,5.68
484,Revelganj,25.783333,84.666667,78.8,31,20,2.46
485,Mali and Munjeri,18.533333,73.866667,79.41,46,27,2.59
486,Salo,60.383333,23.133333,40.66,83,100,3
487,Čáslav,49.912041,15.39483,50.11,32,0,2.3
488,Tonantins,-2.783333,-67.783333,80.78,90,93,2.86
489,Stranraer,54.85,-5.116667,58.39,58,100,12.12
490,Zhavoronki,55.649425,37.101007,45.61,42,0,8.95
491,Moskovskoye,45.2842,41.9103,48.09,93,90,4.47
492,Finote Selam,10.7,37.266667,64.31,73,100,2.48
493,Pakpattan,30.341044,73.386642,90.7,12,35,3.44
494,Brezniţa Ocol,44.666667,22.618333,60.69,49,100,5.28
495,Zăvoi,45.516667,22.416667,52.54,48,99,3.27
496,French Harbor,16.35,-86.4333333,84.2,74,0,17.27
497,Cortez,11.5301,122.3975,75.54,90,59,2.57
498,Le Grazie di Ancona,43.633333,13.5,62.55,72,75,11.5
499,Boa Viagem,-5.116667,-39.733333,90.7,41,100,6.53
