,City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
426,Soche,14.966667000000001,-91.8,71.64,84,12,3.74
427,Poiana Stampei,47.316666999999995,25.133333,41.0,66,100,5.01
428,Loíza,18.4333333,-65.8805556,82.92,61,40,12.66
429,Tarime,-1.35,34.3666667,80.6,65,20,9.22
430,Chivasso,45.183333000000005,7.883333,55.74,72,40,4.61
431,Taytay,10.825258999999999,119.51690500000001,80.2,78,15,8.03
432,Viişoara,46.983333,26.3,43.0,72,100,4.0
433,Kapfenberg,47.433333000000005,15.3,42.31,93,100,3.69
434,Caraí,-17.2,-41.7,82.81,42,10,3.87
435,Ikryanoye,46.093232,47.730776,62.31,31,0,8.95
436,Pully,46.510544,6.656071000000001,63.64,47,13,1.01
437,Tanjung Tokong,5.4606129999999995,100.307418,81.82,83,40,2.3
438,Rutherford,40.8263889,-74.10722220000001,54.25,35,75,4.61
439,Newmarket,43.0827778,-70.9355556,53.85,17,75,8.05
440,Extrema,-22.85,-46.316666999999995,72.7,64,75,3.44
441,Nioro Rufis,15.233333300000002,-9.583333300000001,108.9,8,16,7.58
442,Mikulášovice,50.965381,14.364363,53.85,34,67,8.21
443,Bumazhnyy,60.898931000000005,47.253413,38.7,91,100,2.91
444,Departamento de Comayagua,14.566666699999999,-87.7166667,77.0,69,20,4.61
445,Úmbita,5.220408,-73.456953,58.69,89,100,3.87
446,Penzance,50.113611,-5.547778,52.38,66,20,17.27
447,Umka,44.678056,20.304722,51.62,82,40,10.36
448,Belle Glade,26.684166700000002,-80.6677778,80.01,70,60,5.01
449,Bahía Blanca,-38.719595,-62.272431999999995,68.29,52,89,12.08
450,Aleksandrov Gay,50.147043,48.570368,52.59,54,35,10.96
451,Tepexi de Rodríguez,18.583333,-97.93333299999999,74.37,44,12,3.0
452,Saint Petersburg,59.89444399999999,30.264166999999997,39.34,70,90,11.18
453,Miroslava,47.15,27.516666999999998,43.99,76,75,8.05
454,Sânzieni,46.05,26.133333,44.8,78,100,1.86
455,Hasuda,35.975556,139.650833,63.32,61,34,1.99
456,Hnaberd,40.6427778,44.1444444,68.0,30,40,18.41
457,Itápolis,-21.583333,-48.766667,84.61,38,0,7.56
458,Chietla,18.516667,-98.583333,83.17,40,9,2.68
459,Zmiyiv,49.696638,36.361089,47.17,66,40,13.42
460,Tehri,30.383333,78.483333,75.67,32,4,5.7
461,Coloneşti,44.65,24.666667,57.22,68,99,5.64
462,Īlām,33.6374,46.4227,77.0,23,75,11.5
463,Pāppinisshēri,11.95,75.35,82.58,83,100,3.18
464,Leninsk,48.702329,45.197981,51.42,46,20,11.18
465,Ravanusa,37.266667,13.966667000000001,71.96,94,0,8.05
466,Tlaltizapán,18.683332999999998,-99.116667,78.8,41,75,3.09
467,Cachipay,5.266667,-74.56666700000001,77.92,88,100,2.01
468,Tuganay,7.368889,125.723056,75.2,100,75,3.44
469,Martí,22.9475,-80.9202778,80.6,74,75,16.11
470,Trezzo sull'Adda,45.6,9.516667,55.8,71,75,5.75
471,Federal Heights,39.851388899999996,-104.99805559999999,48.07,76,75,13.8
472,Aegina,37.7466667,23.4275,67.3,52,100,8.99
473,Sapang Buho,15.5921,121.12200000000001,73.94,86,75,5.19
474,Altach,47.35,9.65,63.93,42,0,5.75
475,Moreni,44.983333,25.65,48.0,88,100,8.86
476,Ecser,47.443893,19.324505,57.2,35,0,11.5
477,San Felipe,14.0184,122.9295,74.17,82,95,6.55
478,Taizhou,32.493333,119.910627,59.47,92,98,1.1
479,Tumwater,47.0075,-122.90805559999998,44.51,93,75,3.44
480,Psedakh,43.467222,44.569167,55.2,67,75,2.24
481,Traun,48.216667,14.233332999999998,58.98,47,20,14.97
482,El Obraje,13.1541667,-87.13083329999999,86.0,58,75,8.05
483,Barma,8.433333300000001,-11.233333300000002,91.08,45,85,3.4
484,Old Corinth,37.9166667,22.8833333,69.01,53,99,7.0
485,Maslog,13.1046,123.7713,73.96,84,97,4.9
486,Sihlea,45.5,27.116667,45.55,85,100,11.03
487,Monostorpályi,47.4,21.783333,57.2,30,0,6.91
488,Naujoji Akmenė,56.3166667,22.9,41.0,81,90,10.36
489,Wishaw,55.766667000000005,-3.916667,46.74,71,100,15.01
490,Ladang Seri Kundang,3.2856,101.51899999999999,78.64,94,20,1.66
491,Rafael Lucio,19.583333,-96.966667,75.18,49,31,4.09
492,Concepción Tutuapa,15.283332999999999,-91.783333,69.8,64,1,3.04
493,Dębno,52.735427,14.703947,56.98,31,5,7.31
494,Lechinkay,43.564721999999996,43.432778000000006,55.2,50,40,6.71
495,Mouila,-1.8666667000000001,11.016666699999998,83.77,74,100,3.87
496,Soreang,-7.033056,107.51833300000001,71.01,93,100,1.01
497,Mwandiga,-4.83,29.658055600000004,77.0,78,75,6.35
498,Cordova,10.251944,123.949444,78.8,78,90,4.61
499,Murrião,38.666667,-9.2,65.64,60,40,11.5
